id,typeId,name,floor,width,length,height,measure,area,volume,state,created,updated
690dd8eadd78b46b0832a748,69089c436cf086dbba650fd9,g7004,1,1.31,2.98,2.7,,3.9,10.54,occupied,2025-11-07 12:32:58,2025-12-23 11:04:04
690dd8ea6134045e0b2f9cdc,6909d6bc26c223f960eadbf0,g7005,1,1.44,2.94,2.7,,4.23,11.43,available,2025-11-07 12:32:58,2025-12-16 10:31:51
690dd8ea6134045e0b2f9d59,6909f711a433690a11909bb2,g7006,1,1.7,2,2.7,,3.4,9.18,occupied,2025-11-07 12:32:58,2025-11-24 16:56:33
690dd8eb6134045e0b2f9dd7,6909f711a433690a11909c98,g7007,1,1.06,1.66,2.7,,1.76,4.75,occupied,2025-11-07 12:32:59,2026-01-21 09:49:23
690dd9acdd78b46b08346985,690dd943dd78b46b08334d68,g7008,1,1,1.66,2.7,,1.66,4.48,occupied,2025-11-07 12:36:12,2026-01-02 13:27:31
690dd9acdd78b46b08346a23,690dd943dd78b46b08334d68,g7009,1,1.03,1.65,2.7,,1.7,4.59,occupied,2025-11-07 12:36:12,2025-11-24 16:56:35
690dd8ebdd78b46b0832a8d1,6909f711a433690a11909c98,g7010,1,1.09,1.65,2.7,,1.8,4.86,occupied,2025-11-07 12:32:59,2025-11-24 16:56:35
690dd8ebdd78b46b0832aa6f,690dd67cdd78b46b082e2d8f,g7011,1,1.09,1,2.7,,1.09,2.94,occupied,2025-11-07 12:32:59,2025-11-24 16:56:36
690dd8ecdd78b46b0832ac62,690dd67cdd78b46b082e2d8f,g7012,1,1.09,1,2.7,,1.09,2.94,occupied,2025-11-07 12:33:00,2026-01-05 11:32:13
690dd8ec6134045e0b2fa211,690dcfaa6134045e0b188ce0,g7013,1,1.87,2,2.7,,3.74,10.1,occupied,2025-11-07 12:33:00,2025-11-24 17:13:38
690dd9addd78b46b0834736a,690dd9966134045e0b3119e4,g7014,1,2.87,1.85,2.7,,5.31,14.34,available,2025-11-07 12:36:13,2025-11-28 13:54:10
690dd8ec6134045e0b2fa2f3,690dd6d56134045e0b2bc657,g7015,1,1,1.51,2.7,,1.51,4.08,occupied,2025-11-07 12:33:00,2025-11-24 16:56:38
